id,name,year,citationcount,affiliation
p1533,Kwan-Liu Ma,2002,18,"Univ Calif Davis, Ctr Image Proc & Integrated Computing, Dept Comp Sci, Davis, CA 95616 USA"
p0227,Ben Shneiderman,2007,653,University of Maryland at College Park
p2578,Tamara Munzner,1995,311,"The Geometry Center, University of Minnesota, 1300 S. 2nd St, Suite 500, Minneapolis, MN"
p2057,Paul Burchard,1995,311,"Computer Science Dept, Princeton, University, 35 Olden Street, Princeton NJ and Department of Mathematics, University of Utah, Salt Lake City, Utah"
p2992,Yue Wang,2006,44,"Computer Science Department, University of California, Davis"
p2463,Soon Tee Teoh,2006,44,"Department of Computer Science, San Jose State University"
p1533,Kwan-Liu Ma,2006,44,"Computer Science Department, University of California, Davis"
p2681,Todd Miller,2002,74,"Georgia Institute of Technology, Atlanta, GA"
p1334,John Stasko,2002,74,"Georgia Institute of Technology, Atlanta, GA"
p1077,Hyunmo Kang,2003,83,"University of Maryland, College Park, MD"
p0340,Catherine Plaisant,2003,83,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,2003,83,"University of Maryland, College Park, MD"
p2043,Patricia Baird,1990,6,"Department of Information Science, University of Strathclyde"
p1127,Jacqueline Covo,1990,6,
p0227,Ben Shneiderman,1990,6,"University of Maryland, College Park, MD"
p1086,Ian Williams,1990,6,
p2197,Renee Deter,1990,6,
p0008,Aaron Barsky,2007,213,University of British Columbia
p1211,Jennifer L. Gardy,2007,213,University of British Columbia
p2237,Robert E W Hancock,2007,213,University of British Columbia
p2578,Tamara Munzner,2007,213,University of British Columbia
p1864,Michael Sedlmair,2013,186,University of Vienna
p2578,Tamara Munzner,2013,186,University of British Columbia
p1802,Melanie Tory,2013,186,University of Victoria
p2140,Quan Li,2013,13,Tsinghua University
p1063,Huamin Qu,2013,13,Hong Kong University of Science and Technology
p1570,Li Chen,2013,13,Tsinghua University
p2261,Robert Wang,2013,13,"Information System, Sina Technology, (China)Co., Ltd"
p1399,Junhai Yong,2013,13,Tsinghua University
p0603,Detan Si,2013,13,"Information System, Sina Technology, (China)Co., Ltd"
p0227,Ben Shneiderman,1982,68,"Univ.of Maryland, College Park"
p0627,Dmitry Nekrasovski,2006,90,"University of British Columbia, Vancouver, Canada"
p0021,Adam Bodnar,2006,90,"University of British Columbia, Vancouver, Canada"
p1289,Joanna McGrenere,2006,90,"University of British Columbia, Vancouver, Canada"
p0832,François Guimbretière,2006,90,"University of Maryland, College Park, MD"
p2578,Tamara Munzner,2006,90,"University of British Columbia, Vancouver, Canada"
p2689,Tom Peterka,2009,67,"Argonne National Laboratory, Argonne, IL"
p1052,Hongfeng Yu,2009,67,"Sandia National Laboratories, Livermore, CA"
p2255,Robert Ross,2009,67,"Argonne National Laboratory, Argonne, IL"
p1533,Kwan-Liu Ma,2009,67,"University of California, Davis, CA"
p2232,Rob Latham,2009,67,"Argonne National Laboratory, Argonne, IL"
p0352,Chaoli Wang,2010,59,Michigan Technological University
p1052,Hongfeng Yu,2010,59,Sandia National Laboratories
p1533,Kwan-Liu Ma,2010,59,"University of California, Davis"
p2262,Robert van Liere,2009,0,"Kruislaan 413, Amsterdam, Netherlands"
p2257,Robert S. Laramee,2009,0,"Kruislaan 413, Amsterdam, Netherlands"
p0890,Gerik Scheuermann,2009,0,"Kruislaan 413, Amsterdam, Netherlands"
p1533,Kwan-Liu Ma,2009,0,"University of California, Davis, CA"
p1396,Jun Xiao,2007,28,"HP Lab, Palo Alto, CA"
p1334,John Stasko,2007,28,"Georgia Inst. of Technology, Atlanta, GA"
p2211,Richard Catrambone,2007,28,"Georgia Inst. of Technology, Atlanta, GA"
p2093,Philip Fei Wu,2008,20,"University of Maryland, College Park, MD"
p2899,Yan Qu,2008,20,"University of Maryland, College Park, MD"
p1479,Ken Fleischmann,2008,20,"University of Maryland, College Park, MD"
p1209,Jennifer Golbeck,2008,20,"University of Maryland, College Park, MD"
p2059,Paul Jaeger,2008,20,"University of Maryland, College Park, MD"
p1214,Jennifer Preece,2008,20,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,2008,20,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1997,412,"UNIV MARYLAND, DEPT COMP SCI, HUMAN COMP INTERACT LAB, COLLEGE PK, MD 20742 USA"
p0340,Catherine Plaisant,1998,67,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1998,67,"University of Maryland, College Park, MD"
p2501,Stephan Greene,2000,206,"Univ. of Maryland, College Park"
p0861,Gary Marchionini,2000,206,"Univ. of Maryland, College Park"
p0340,Catherine Plaisant,2000,206,"Univ. of Maryland, College Park"
p0227,Ben Shneiderman,2000,206,"Univ. of Maryland, College Park"
p0263,Bill Kules,2008,149,"Department of Computer Science, Human-Computer Interaction Laboratory, and Institute for Advanced Computer Studies, University of Maryland at College Park, College Park, MD 20742, United States"
p0227,Ben Shneiderman,2008,149,"Department of Computer Science, Human-Computer Interaction Laboratory, and Institute for Advanced Computer Studies, University of Maryland at College Park, College Park, MD 20742, United States"
p1908,Miriah D. Meyer,2010,97,Harvard University
p0211,Bang Wong,2010,97,Broad Institute
p1717,Mark P. Styczynski,2010,97,Georgia Institute of Technology
p2578,Tamara Munzner,2010,97,University of British Columbia
p0992,Hanspeter Pfister,2010,97,Harvard University
p2578,Tamara Munzner,2013,0,University of British Columbia
p2704,Tricia Jones,1990,7,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1990,7,"University of Maryland, College Park, MD"
p2988,Yubo Zhang,2013,38,UC Davis
p1533,Kwan-Liu Ma,2013,38,UC Davis
p1353,Jonathan Lazar,2006,162,"Department of Computer and Information Sciences, Center for Applied Information Technology, and Universal Usability Laboratory Towson University, Towson, MD 21252, USA"
p0023,Adam Jones,2006,162,"Department of Computer and Information Sciences, Center for Applied Information Technology, and Universal Usability Laboratory Towson University, Towson, MD 21252, USA"
p1753,Mary Hackley,2006,162,"Department of Computer and Information Sciences, Center for Applied Information Technology, and Universal Usability Laboratory Towson University, Towson, MD 21252, USA"
p0227,Ben Shneiderman,2006,162,"Human-Computer Interaction Laboratory, Department of Computer Science, Institute for Advanced Computer Studies and Institute for Systems Research University of Maryland, College Park, MD 20742, US ..."
p0464,Chunxia Xiao,2013,50,"Wuhan Univ, Sch Comp, Wuhan 430072, Peoples R China"
p2299,Ruiyun She,2013,50,"Wuhan Univ, Sch Comp, Wuhan 430072, Peoples R China"
p0651,Donglin Xiao,2013,50,"Wuhan Univ, Sch Comp, Wuhan 430072, Peoples R China"
p1533,Kwan-Liu Ma,2013,50,"Univ Calif Davis, Dept Comp Sci, Davis, CA USA"
p1077,Hyunmo Kang,2003,22,"University of Maryland College Park, MD"
p0227,Ben Shneiderman,2003,22,"University of Maryland College Park, MD"
p0662,Dugald Ralph Hutchings,2007,15,"Bowling Green State University, Bowling Green, OH"
p1334,John Stasko,2007,15,"Georgia Institute of Technology, Atlanta, GA"
p0323,Carlos D. Correa,2011,157,"University of California at Davis, Davis"
p1533,Kwan-Liu Ma,2011,157,"University of California at Davis, Davis"
p1007,Harry Hochheiser,2004,426,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,2004,426,"University of Maryland, College Park, MD"
p1533,Kwan-Liu Ma,2011,1,"University of California, Davis, USA"
p1941,Nan Cao,2010,184,"Hong Kong University of Science and Technology, Hong Kong"
p1272,Jimeng Sun,2010,184,"IBM Thomas J. Watson Research Center, USA"
p2979,Yu-Ru Lin,2010,184,"Arizona State Univ, Tempe, AZ 85287 USA"
p0555,David Gotz,2010,184,"IBM Thomas J. Watson Research Center, USA"
p2418,Shixia Liu,2010,184,"IBM China Research Laboratory, China"
p1063,Huamin Qu,2010,184,The Hong Kong University of Science and Technology
p0600,Derek L. Hansen,2012,77,"Brigham Young Univ, Provo, UT 84602 USA"
p0503,Dana Rotman,2012,77,"Univ Maryland, Human Comp Interact Lab, College Pk, MD 20742 USA"
p0697,Elizabeth Bonsignore,2012,77,"Univ Maryland, Human Comp Interact Lab, College Pk, MD 20742 USA"
p1949,Natasa Milic-Frayling,2012,77,"Microsoft Res, Cambridge, England"
p0681,Eduarda Mendes Rodrigues,2012,77,"Univ Porto, P-4100 Porto, Portugal"
p1672,Marc Smith,2012,77,"Connected Act, Cambridge, England"
p0227,Ben Shneiderman,2012,77,"Univ Maryland, Human Comp Interact Lab, College Pk, MD 20742 USA"
p0507,Daniel Archambault,2009,34,"University of British Columbia & INRIA Bordeaux Sud-Ouest, Canada"
p2578,Tamara Munzner,2009,34,"University of British Columbia, Canada"
p0541,David Auber,2009,34,"University of Bordeaux, France"
p0395,Chris North,2001,19,"University of Maryland, College Park, MD and Virginia Tech, Blacksburg, VA"
p0227,Ben Shneiderman,2001,19,"University of Maryland, College Park, MD"
p0687,Ehud Rivlin,1994,168,"Dept. of Computer Science, University of Maryland, College Park, MD"
p2267,Rodrigo Botafogo,1994,168,"Dept. of Computer Science, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1994,168,"Dept. of Computer Science, University of Maryland, College Park, MD"
p0774,Fan-Yin Tzeng,2003,193,University of California at Davis
p0721,Eric B. Lum,2003,193,University of California at Davis
p1533,Kwan-Liu Ma,2003,193,University of California at Davis
p0140,Andrew Sears,1990,8,"University of Maryland, College Park, MD"
p2963,Yoram Kochavy,1990,8,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1990,8,"University of Maryland, College Park, MD"
p0140,Andrew Sears,1990,13,"Human-Computer Interaction Laboratory, Department of Computer Science, University of Maryland, College Park, Maryland"
p2963,Yoram Kochavy,1990,13,"Human-Computer Interaction Laboratory, Department of Computer Science, University of Maryland, College Park, Maryland"
p0227,Ben Shneiderman,1990,13,"Human-Computer Interaction Laboratory, Department of Computer Science, University of Maryland, College Park, Maryland"
p0227,Ben Shneiderman,1982,9,"University of Maryland, College Park, MD"
p0901,Glenn Thomas,1982,9,"Kent State University, Kent, OH"
p1899,Ming-Yuen Chan,2007,14,The Hong Kong University of Science and Technology
p2949,Yingcai Wu,2007,14,The Hong Kong University of Science and Technology
p1063,Huamin Qu,2007,14,The Hong Kong University of Science and Technology
p0681,Eduarda Mendes Rodrigues,2011,64,"University of Porto, Portugal"
p1949,Natasa Milic-Frayling,2011,64,"Microsoft Research, Cambridge, England"
p1672,Marc Smith,2011,64,"Connected Action, Cambridge, England"
p0227,Ben Shneiderman,2011,64,"University of Maryland, College Park, MD"
p0600,Derek L. Hansen,2011,64,"University of Maryland, College Park, MD"
p2566,T. J. Jankun-Kelly,2001,152,"Univ Calif Davis, Dept Comp Sci, Ctr Image Proc & Integrated Computing, Visualizat & Graph Res Grp, Davis, CA 95616 USA"
p1533,Kwan-Liu Ma,2001,152,"Univ Calif Davis, Dept Comp Sci, Ctr Image Proc & Integrated Computing, Visualizat & Graph Res Grp, Davis, CA 95616 USA"
p2260,Robert W. Taylor,1979,12,"IBM, San Jose, CA"
p1156,James P. Fry,1979,12,"University of Michigan, Ann Arbor, MI"
p0227,Ben Shneiderman,1979,12,"University of Maryland at College Park, College Park, MD"
p0612,Diane C. P. Smith,1979,12,"University of New Mexico, Albuquerque, NM"
p2473,Stanley Y. W. Su,1979,12,"University of Florida, Gainesville, FL"
p0923,Gregory J. Conti,2006,62,
p1526,Kulsoom Abdullah,2006,62,
p1387,Julian B. Grizzard,2006,62,
p1334,John Stasko,2006,62,Georgia Institute of Technology
p1308,John A. Copeland,2006,62,
p1929,Mustaque Ahamad,2006,62,
p1037,Henry L. Owen,2006,62,
p0443,Christopher P. Lee,2006,62,
p0293,Brett Wilson,2002,10,"Univ Calif Davis, Dept Comp Sci, 1 Shields Ave, Davis, CA 95616 USA"
p1533,Kwan-Liu Ma,2002,10,"Univ Calif Davis, Dept Comp Sci, 1 Shields Ave, Davis, CA 95616 USA"
p1233,Ji Qiang,2002,10,"Lawrence Livermore Natl Lab, Livermore, CA 94550 USA"
p2256,Robert Ryne,2002,10,"Lawrence Livermore Natl Lab, Livermore, CA 94550 USA"
p1533,Kwan-Liu Ma,2003,48,University of California at Davis
p0054,Aleksander Stompel,2003,48,University of California at Davis
p1124,Jacobo Bielak,2003,48,Carnegie Mellon University
p2018,Omar Ghattas,2003,48,Carnegie Mellon University
p0740,Eui Joong Kim,2003,48,Carnegie Mellon University
p0227,Ben Shneiderman,2011,27,University of Maryland
p0293,Brett Wilson,2002,33,University of California at Davis
p1533,Kwan-Liu Ma,2002,33,University of California at Davis
p2053,Patrick S. McCormick,2002,33,Los Alamos National Laboratory
p1952,Nathalie Henry Riche,2012,2,"Microsoft Research, Redmond, WA"
p1515,Kori Inkpen,2012,2,"Microsoft Research, Redmond, WA"
p1334,John Stasko,2012,2,"Georgia Institute of Technology, Atlanta, GA"
p2687,Tom Gross,2012,2,"University of Bamberg, Bamberg, Germany"
p1752,Mary Czerwinski,2012,2,"Microsoft Research, Redmond, WA"
p0662,Dugald Ralph Hutchings,2004,42,"Georgia Institute of Technology, Atlanta, GA"
p1334,John Stasko,2004,42,"Georgia Institute of Technology, Atlanta, GA"
p3020,Zachary Pousman,2007,501,School of Interactive Computing and the GVU Center at the Georgia Institute of Technology
p1334,John Stasko,2007,501,IEEE
p1852,Michael Mateas,2007,501,"University of California, Santa Cruz"
p0227,Ben Shneiderman,2011,25,"Dept of Computer Science & Human-Computer Interaction Lab, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1987,83,"University of Maryland, College Park, MD"
p1007,Harry Hochheiser,2001,32,"Univ. of Maryland, College Park"
p0227,Ben Shneiderman,2001,32,"Univ. of Maryland, College Park"
p0331,Carol A. Hert,2003,35,"Syracuse University, Syracuse, NY"
p0700,Elizabeth D. Liddy,2003,35,"Syracuse University, Syracuse, NY"
p0227,Ben Shneiderman,2003,35,University of Maryland/ Human-Computer Interaction Lab
p0861,Gary Marchionini,2003,35,"University of North Carolina, Chapel Hill"
p1017,Heidi Lam,2007,69,University of British Columbia
p0522,Daniel Russell,2007,69,"Google, Inc"
p0614,Diane Tang,2007,69,"Google, Inc"
p2578,Tamara Munzner,2007,69,University of British Columbia
p1772,Matthew O. Ward,2005,0,"Worcester Polytech Inst, Dept Comp Sci, 100 Inst Rd, Worcester, MA 01609 USA"
p2578,Tamara Munzner,2005,0,"Department of Computer Science, University of British Columbia, Vancouver, BC, Canada"
p0227,Ben Shneiderman,2011,17,University of Maryland
p1582,Lida Tang,2001,9,"Univ. of Maryland, College Park"
p0227,Ben Shneiderman,2001,9,"Univ. of Maryland, College Park"
p0221,Batya Friedman,1994,2,"Mathematics and Computer Science, Colby College, Watetville, ME"
p1943,Nancy Levenson,1994,2,"Department of Computer Science and Engineering, University of Washington"
p0227,Ben Shneiderman,1994,2,"Department of Computer Science, University of Maryland, College Park"
p1628,Lucy Suchman,1994,2,Xerox Palo Alto Research Center
p2602,Terry Winograd,1994,2,"Department of Computer Science, Stanford University"
p1270,Jim Miller,1997,5,"Apple Computer, Inc., Cupertino, CA"
p2054,Pattie Maes,1997,5,"MIT Media Laboratory, Cambridge, MA"
p0227,Ben Shneiderman,1997,5,"University of Maryland, College Park, MD"
p1284,Jishang Wei,2011,16,"University of California, Davis"
p1052,Hongfeng Yu,2011,16,"Sandia National Laboratories, Livermore, CA"
p1533,Kwan-Liu Ma,2011,16,"University of California, Davis"
p1119,Jackie H. Chen,2011,16,"Sandia National Laboratories, Livermore, CA"
p0012,Abbe Don,1992,87,"Kaleida Labs, Mountain View, CA"
p2547,Susan Brennan,1992,87,"Stony Brook University, Stony Brook, NY"
p0291,Brenda Laurel,1992,87,"Telepresence Research, Palo Alto, CA"
p0227,Ben Shneiderman,1992,87,"University of Maryland, College Park, MD"
p2463,Soon Tee Teoh,2004,84,"University of California, Davis"
p1471,Ke Zhang,2004,84,"University of California, Davis"
p2412,Shih-Ming Tseng,2004,84,"University of California, Davis"
p1533,Kwan-Liu Ma,2004,84,"University of California, Davis"
p2313,S. Felix Wu,2004,84,"University of California, Davis"
p1533,Kwan-Liu Ma,2010,2,"University of California, Davis"
p0151,Anna Tikhonova,2010,2,"University of California, Davis"
p0323,Carlos D. Correa,2010,2,"University of California, Davis"
p1112,J. F. Reisel,1987,53,
p0227,Ben Shneiderman,1987,53,"University of Maryland, College Park, MD"
p2592,Tarik Crnovrsanin,2014,26,"University of California, Davis, Davis, CA, USA"
p2905,Yang Wang,2014,26,"University of California, Davis, Davis, CA, USA"
p1533,Kwan-Liu Ma,2014,26,"University of California at Davis, Davis, CA, USA"
p0227,Ben Shneiderman,1992,1,"University of Maryland, College Park, MD"
p0451,Christos Faloutsos,1990,33,"University of Maryland, College Park, MD"
